content,sentiment_label
havent worn hoodie since sxsw forgot amazingly comfy,7
rz hope time tell good luck,7
klaudines,7
graphic designshould making business cardbut twitter,7
house season good stuff time gf priceless,6
bought three book yipee who readtenbooksduringthesummer thing,6
played dampd bank holiday nice got many xp killed blob actually two though nd tentacle,3
picked watch yey,4
think le tribute parody,9
know nice haha,3
thats charmingly funny,4
trying thing running online business well running regular business quotrealquot world,7
ohhhh dont know older mature lady,11
hi ho hi ho work go,11
like taking dog car run errand always excited go anywhere like morning krogers,4
haha thats awesome would cool horror movie death scene maybe coolbut amusingly ironic,4
made smilethats already morning great day,7
wellthat end well lt unless course well time power three sum end x,11
work boo pinups playing uncommon ground wednesday night pm w devon ave chicago,7
live thats want better bound bad egg though soon learn,8
thanks good morning,7
thought even exciting ill see tonight,6
george still mending car,7
want transfer math knowledge head via usb cable,10
id love think trek london would bit much,11
interesting type bike get bike company follower download get company amused say keyword,7
thank,4
mint icecream dessert tonight love stuff,10
cool p,7
follow aswel twitter follow lool wwwtwittercomdjarka koool,3
thanks follow,7
thanks awesome,10
love love love love okay read saying love,6
hmm vpn work fine oh wait dont need vpn anymore,7
another mondaybut le hour work today,2
humous doritos oh yes,4
busy week week quick trip chase oil gas htown back office fun week devel team,3
previous twitterthis funny also always get motivated brand new day jnbz,7
computer alllllllllllllllll day,9
lot catch weekend bhr host busy busy busy,9
fall,7
today day twitterlandhouse closing begin get start moving new place,4
mean trying hard enought,7
think time snack get day sent oh procrastination,11
happy birthday snicker hope best day ever let go shopping,6
doneeee wheeee hahaaaaaaaa tired sleepy peter suck coming bday,10
monday arent bad sunny fb,4
betos pizzeria banksville rd believe beachview area sorry answer like year later,7
hiya today,7
sprigge keen skydiver take thousand time plane rarely land,3
pain worse death dell boat anchor power cord ugly paperweight,11
cloud minus razzle dazzle amazement cuz showed heaven,5
hahaha yes dey dooo boston legal tha fat old man funny tha one naked ina pink gown lol,3
yes cathy ordinarily dont much problem naked girl chasing however,11
good morning twitter bug day start nowwwww,4
,7
good morning thank hot cup tea,6
estep glad getting twittering,8
ive since hate wen cant sleep gary takn nap mite,7
go eat breakfast jay jay cafe one,7
far good still early though,8
damn sophie tweeted lot yesterday well seems like lot anyway,10
benson macarena never looked good loved quotaaaaiieeequot squeak exclamation,6
going take sociology exam back bed,8
nice pic kept seem carry cam around along,7
attic eden lt lt possession x playing dvd player woop,6
back office great quotstudent roundup eventquot last thu fri thank much coming great meet yall,11
often pay wait,11
want awake,7
germany love haha,6
may th starwarsday,4
find info getonucom hope launch project week well really need help release,2
knew youd get,4
wow someone proud,4
happy birthday month get day deserve whole month,5
guessing ran mile amp gym superman oxox,3
wow vicodin must worked slept better get updating bjadaycom job,10
oh thanks help,7
great remix double wow,4
bloggin right nowwill later,7
hahaaaha,4
want info ecomonday check amp follow like followfriday green amp monday,4
lol remember car accident,11
haha yall really hurry announce australian tour date freaking month,7
way work late usual,7
sure easier login every day make post admin mod ill try,3
would like order quoteldonscooldomainquot quotthestratcooldomainquot quotschweigicooldomainquot,6
made seamless connection toro toro quebec two,7
thanks,4
know need fan daily rainhumidity amp native ill enjoy dry last,11
oh marathon sex mahasha,11
oh hahahahahaha seriously tell wait staff look great time easiest nice thing,11
pepsi throwback taste good belly,6
day almost atlast able comment waiting new blog ted,7
ok maybe angry little sense,11
thanks awesome tweet leeloo glad enjoyed weekend,8
eat good,11
please dont tell theyve cut price macbooks although photoshop reduced thatd great,9
handed evaluation form marketing tutee today one filled aloof amp condescending rest love though,6
graduate college saturday,7
good mornin ya,8
calling mum ask icecream,11
ha apparently talk posh accent according ppl saw shire lastdressed feminely make chuckle,4
cheer id like thank zbrush making possible,6
didnt mean incompetent totally,11
definitely appreciate simple thing make day,4
coffee lifeline thing good,4
yes wrong wireless plan,11
going star trek premier tomorrow night uber stoked dont care nerd star trek amazecore,4
bon voyage birthday brother mccarran cyah vega july havent slept yet amp class fun weekend,3
learn twheaded boy nutreal milk hotel,4
yesi red like lobster dayscuz pale today finally got nice color,8
see jackson later today give hug kiss,6
hope feel better way soon,2
bone along outside ur foot caterpillar crawl side spine relief reflexology work,7
thanksi even washed behind furry ear look marvelous,3
staff meeting today joemoit wont travel safely well see tomorrow,7
please read friend post leave comment,7
find tell u turn wont making blueberry pancake morning,3
layne hmm whats ur fav movie tv show,7
prefer hamdemic aporkalypse parmageddon,7
thats two half hour completed chillaxing half,7
make sure well done,9
good morning jnl,9
havent clue twitter,11
lol thanks morning chuckle sure follow please check,7
wutz good sent emai get girl,7
good morning,7
happy star war day,6
philosophy final today thank day,4
hope roommate good morning without tp soap,3
school day exited amazing premier,3
call einstein got math test result hell yes,4
ill keep mind decide add la leg westt coast stint june,7
already fixed actually,8
good morning duh must get brain gear tweeting,6
going back bed nap starving tty l,4
rained,7
saw week diet sugar rice wheat potato much protein want sugar,7
sitting katies house jo two away stuff swine flu bronchitis thats diff story,9
wild oat pinot grigio v easy drink,7
playing tonight cassandra wilcox patrick bell ben bloss amp bucket nail door pm,7
get motivated fact know ill wake productive go sleep though,9
mind going gutter,7
like mine green somehow doesnt taste minty otherwise heh heh,4
need coffee,7
bom dia uï¿½tisson,4
nwilson cmon like superpower explanation better lol,4
learn twoheaded boy nutreal milk hotel,7
ball motion type concept outline format could develop ensure deliver greatness,11
think ill tonight,11
might give another go,11
great day,4
couldnt planned better surprise party hubby,10
think ill target original release date july th enough time raise faux ironic interest,7
weather report week upper make happy perfect running weather,4
seen kiosk central station nice job,7
thank,10
saw tweet couple week ago hashtag wanted contribute since huge mitch fan,11
ohhhhh ya,11
passed view youtube video,11
good night,3
morning chip loved new html format ezine,6
